,address,F_DISA_NM,F_AVR_HGT,F_AREA,F_RSN_DTL,GU_NAM,F_SHIM,M_P_NAM,D_P_NAM,ClASS_NAM,A_F_NM,U_F_NM,x,y,geometry,Year
344,서울특별시 강북구 미아동 636-118,2022년 8.8 ~17. 호우,57.41,92.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0238967,37.6136379,POINT (127.0238967 37.6136379),2022
345,서울특별시 강북구 미아동 75-261,2022년 8.8 ~17. 호우,30.11,114.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.032781,37.61444648,POINT (127.032781 37.61444648),2022
346,서울특별시 강북구 미아동 436-12,2022년 8.8 ~17. 호우,48.29,86.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,2,1,127.0239649,37.61681125,POINT (127.0239649 37.61681125),2022
347,서울특별시 강북구 미아동 636-125,2022년 8.8 ~17. 호우,64.64,110.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0236261,37.61423847,POINT (127.0236261 37.61423847),2022
348,서울특별시 강북구 미아동 1261-73,2022년 8.8 ~17. 호우,57.41,166.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.024343,37.61384712,POINT (127.024343 37.61384712),2022
349,서울특별시 강북구 미아동 637-75,2022년 8.8 ~17. 호우,64.64,87.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,2,1,127.02301,37.61416445,POINT (127.02301 37.61416445),2022
350,서울특별시 강북구 번동 411-89,2022년 8.8 ~17. 호우,59.01,127.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,1,1,127.0304635,37.63574563,POINT (127.0304635 37.63574563),2022
351,서울특별시 강북구 번동 411-97,2022년 8.8 ~17. 호우,59.01,124.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,3,1,127.030136,37.63572433,POINT (127.030136 37.63572433),2022
352,서울특별시 강북구 번동 413-26,2022년 8.8 ~17. 호우,42.18,93.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0298273,37.63644801,POINT (127.0298273 37.63644801),2022
353,서울특별시 강북구 번동 444-51,2022년 8.8 ~17. 호우,37.76,93.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0273954,37.6362902,POINT (127.0273954 37.6362902),2022
354,서울특별시 강북구 번동 411-9,2022년 8.8 ~17. 호우,48.69,115.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0286389,37.63541221,POINT (127.0286389 37.63541221),2022
355,서울특별시 강북구 번동 444-58,2022년 8.8 ~17. 호우,44.33,117.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0271738,37.63618181,POINT (127.0271738 37.63618181),2022
356,서울특별시 강북구 번동 416-66,2022년 8.8 ~17. 호우,32.74,93.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.028242,37.63779344,POINT (127.028242 37.63779344),2022
357,서울특별시 강북구 번동 461-4,2022년 8.8 ~17. 호우,28.86,110.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0303252,37.638501,POINT (127.0303252 37.638501),2022
358,서울특별시 강북구 번동 469-98,2022년 8.8 ~17. 호우,28.62,136.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0317448,37.64038433,POINT (127.0317448 37.64038433),2022
359,서울특별시 강북구 수유동 270-118,2022년 8.8 ~17. 호우,36.44,215.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0195815,37.64644855,POINT (127.0195815 37.64644855),2022
360,서울특별시 강북구 수유동 252-186,2022년 8.8 ~17. 호우,35.33,194.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.020566,37.6464525,POINT (127.020566 37.6464525),2022
361,서울특별시 강북구 수유동 574-9,2022년 8.8 ~17. 호우,59.51,412.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,3,1,127.0101527,37.64881889,POINT (127.0101527 37.64881889),2022
362,서울특별시 강북구 수유동 574-17,2022년 8.8 ~17. 호우,59.51,527.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0102524,37.64866281,POINT (127.0102524 37.64866281),2022
363,서울특별시 강북구 수유동 270-28,2022년 8.8 ~17. 호우,35.77,237.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,3,1,127.0195786,37.64701588,POINT (127.0195786 37.64701588),2022
364,서울특별시 강북구 수유동 281-43,2022년 8.8 ~17. 호우,45.84,175.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.013404,37.64696549,POINT (127.013404 37.64696549),2022
365,서울특별시 강북구 수유동 723-3,2022년 8.8 ~17. 호우,33.85,123.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0246246,37.64690049,POINT (127.0246246 37.64690049),2022
366,서울특별시 강북구 수유동 572-35,2022년 8.8 ~17. 호우,51.64,135.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,3,1,127.0114048,37.64835954,POINT (127.0114048 37.64835954),2022
367,서울특별시 강북구 수유동 570-14,2022년 8.8 ~17. 호우,51.64,211.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,3,1,127.0114021,37.64810825,POINT (127.0114021 37.64810825),2022
368,서울특별시 강북구 수유동 313-40,2022년 8.8 ~17. 호우,47.37,166.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0152707,37.64453435,POINT (127.0152707 37.64453435),2022
369,서울특별시 강북구 수유동 252-55,2022년 8.8 ~17. 호우,34.03,187.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,3,1,127.0222808,37.64519665,POINT (127.0222808 37.64519665),2022
370,서울특별시 강북구 수유동 313-3,2022년 8.8 ~17. 호우,47.37,212.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0150315,37.64446357,POINT (127.0150315 37.64446357),2022
371,서울특별시 강북구 번동 148-187,2022년 8.8 ~17. 호우,58.79,208.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,2,1,127.0355785,37.62682379,POINT (127.0355785 37.62682379),2022
372,서울특별시 강북구 수유동 324-1,2022년 8.8 ~17. 호우,39.15,380.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,3,1,127.0173769,37.64587182,POINT (127.0173769 37.64587182),2022
373,서울특별시 강북구 수유동 288-12,2022년 8.8 ~17. 호우,47.37,226.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0148189,37.64499792,POINT (127.0148189 37.64499792),2022
374,서울특별시 강북구 수유동 252-89,2022년 8.8 ~17. 호우,34.85,236.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0210185,37.64495063,POINT (127.0210185 37.64495063),2022
375,서울특별시 강북구 번동 148-56,2022년 8.8 ~17. 호우,43.75,222.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0373335,37.62784497,POINT (127.0373335 37.62784497),2022
376,서울특별시 강북구 수유동 176-37,2022년 8.8 ~17. 호우,31.85,111.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0267028,37.64123806,POINT (127.0267028 37.64123806),2022
377,서울특별시 강북구 수유동 176-61,2022년 8.8 ~17. 호우,30.41,129.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0270114,37.64120146,POINT (127.0270114 37.64120146),2022
378,서울특별시 강북구 수유동 31-35,2022년 8.8 ~17. 호우,39.56,120.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0204079,37.63977258,POINT (127.0204079 37.63977258),2022
379,서울특별시 강북구 수유동 186-3,2022년 8.8 ~17. 호우,34.9,83.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,4,1,127.0210973,37.64179934,POINT (127.0210973 37.64179934),2022
380,서울특별시 강북구 수유동 176-58,2022년 8.8 ~17. 호우,30.34,113.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.027305,37.64099733,POINT (127.027305 37.64099733),2022
381,서울특별시 강북구 수유동 345-20,2022년 8.8 ~17. 호우,50.87,170.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0163983,37.64157777,POINT (127.0163983 37.64157777),2022
382,서울특별시 강북구 수유동 359-44,2022년 8.8 ~17. 호우,58.21,172.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0130528,37.6413555,POINT (127.0130528 37.6413555),2022
383,서울특별시 강북구 수유동 176-17,2022년 8.8 ~17. 호우,30.41,107.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0268138,37.64134398,POINT (127.0268138 37.64134398),2022
384,서울특별시 강북구 수유동 169-67,2022년 8.8 ~17. 호우,29.76,97.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0285427,37.6423386,POINT (127.0285427 37.6423386),2022
385,서울특별시 강북구 수유동 247-47,2022년 8.8 ~17. 호우,36.73,110.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0197512,37.64403207,POINT (127.0197512 37.64403207),2022
386,서울특별시 강북구 수유동 332-16,2022년 8.8 ~17. 호우,39.67,167.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0170359,37.64381021,POINT (127.0170359 37.64381021),2022
387,서울특별시 강북구 수유동 313-4,2022년 8.8 ~17. 호우,41.38,165.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0150995,37.64432528,POINT (127.0150995 37.64432528),2022
388,서울특별시 강북구 수유동 313-43,2022년 8.8 ~17. 호우,41.38,243.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0153649,37.64427504,POINT (127.0153649 37.64427504),2022
389,서울특별시 강북구 수유동 310-34,2022년 8.8 ~17. 호우,42.13,328.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0154124,37.64333306,POINT (127.0154124 37.64333306),2022
390,서울특별시 강북구 수유동 311-7,2022년 8.8 ~17. 호우,42.16,121.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,2,1,127.0146033,37.64358643,POINT (127.0146033 37.64358643),2022
391,서울특별시 강북구 수유동 444-13,2022년 8.8 ~17. 호우,49.78,115.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0142694,37.6355126,POINT (127.0142694 37.6355126),2022
392,서울특별시 강북구 수유동 492-4,2022년 8.8 ~17. 호우,86.42,272.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,4,1,127.0115246,37.63344438,POINT (127.0115246 37.63344438),2022
393,서울특별시 강북구 수유동 10-37,2022년 8.8 ~17. 호우,35.82,153.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0220219,37.63868841,POINT (127.0220219 37.63868841),2022
394,서울특별시 강북구 수유동 125-10,2022년 8.8 ~17. 호우,41.53,239.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0188781,37.63618995,POINT (127.0188781 37.63618995),2022
395,서울특별시 강북구 우이동 161-37,2022년 8.8 ~17. 호우,55.95,185.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,1,1,127.0115805,37.66153863,POINT (127.0115805 37.66153863),2022
396,서울특별시 강북구 우이동 108-7,2022년 8.8 ~17. 호우,52.17,311.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,4,1,127.0111093,37.65787433,POINT (127.0111093 37.65787433),2022
397,서울특별시 강북구 우이동 21-97,2022년 8.8 ~17. 호우,50.4,170.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0130046,37.66044785,POINT (127.0130046 37.66044785),2022
398,서울특별시 강북구 우이동 144-1,2022년 8.8 ~17. 호우,60.14,122.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0113148,37.65979103,POINT (127.0113148 37.65979103),2022
399,서울특별시 강북구 우이동 73-161,2022년 8.8 ~17. 호우,48.88,1076.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,4,1,127.0114459,37.64949257,POINT (127.0114459 37.64949257),2022
400,서울특별시 강북구 번동 471-22,2022년 8.8 ~17. 호우,28.26,96.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0324882,37.64020495,POINT (127.0324882 37.64020495),2022
401,서울특별시 강북구 미아동 450-54,2022년 8.8 ~17. 호우,44.42,167.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0266074,37.61540645,POINT (127.0266074 37.61540645),2022
402,서울특별시 강북구 미아동 319-51,2022년 8.8 ~17. 호우,37.4,306.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0257114,37.62148336,POINT (127.0257114 37.62148336),2022
403,서울특별시 강북구 수유동 313-44,2022년 8.8 ~17. 호우,41.38,185.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0155132,37.64425482,POINT (127.0155132 37.64425482),2022
404,서울특별시 강북구 우이동 101-6,2022년 8.8 ~17. 호우,42.93,213.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0117562,37.65454363,POINT (127.0117562 37.65454363),2022
405,서울특별시 강북구 수유동 1-46,2022년 8.8 ~17. 호우,36.08,161.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0221787,37.63685216,POINT (127.0221787 37.63685216),2022
406,서울특별시 강북구 수유동 266-11,2022년 8.8 ~17. 호우,37.76,158.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0181061,37.64580499,POINT (127.0181061 37.64580499),2022
407,서울특별시 강북구 수유동 265-11,2022년 8.8 ~17. 호우,37.76,146.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0181984,37.64559956,POINT (127.0181984 37.64559956),2022
408,서울특별시 강북구 수유동 188-9,2022년 8.8 ~17. 호우,32.39,149.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0232689,37.64192195,POINT (127.0232689 37.64192195),2022
409,서울특별시 강북구 수유동 359-16,2022년 8.8 ~17. 호우,58.21,153.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0133298,37.64133394,POINT (127.0133298 37.64133394),2022
410,서울특별시 강북구 수유동 313-17,2022년 8.8 ~17. 호우,41.38,335.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0154081,37.64407139,POINT (127.0154081 37.64407139),2022
411,서울특별시 강북구 수유동 313-17,2022년 8.8 ~17. 호우,41.38,335.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0154081,37.64407139,POINT (127.0154081 37.64407139),2022
412,서울특별시 강북구 수유동 313-17,2022년 8.8 ~17. 호우,41.38,335.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0154081,37.64407139,POINT (127.0154081 37.64407139),2022
413,서울특별시 강북구 수유동 313-17,2022년 8.8 ~17. 호우,41.38,335.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0154081,37.64407139,POINT (127.0154081 37.64407139),2022
414,서울특별시 강북구 우이동 72-101,2022년 8.8 ~17. 호우,41.89,156.0,내수침수,강북구,0.02,단독주택,다중주택,주거용,3,1,127.01399,37.64964912,POINT (127.01399 37.64964912),2022
415,서울특별시 강북구 수유동 238-16,2022년 8.8 ~17. 호우,34.53,127.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0212317,37.64350885,POINT (127.0212317 37.64350885),2022
416,서울특별시 강북구 수유동 667-8,2022년 8.8 ~17. 호우,33.89,129.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.022812,37.64624926,POINT (127.022812 37.64624926),2022
417,서울특별시 강북구 우이동 165-2,2022년 8.8 ~17. 호우,59.45,91.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,2,1,127.0111616,37.66217143,POINT (127.0111616 37.66217143),2022
418,서울특별시 강북구 우이동 21-92,2022년 8.8 ~17. 호우,51.43,130.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,1,1,127.0130546,37.66071236,POINT (127.0130546 37.66071236),2022
419,서울특별시 강북구 우이동 164-1,2022년 8.8 ~17. 호우,55.95,1428.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,3,1,127.0116165,37.661823,POINT (127.0116165 37.661823),2022
420,서울특별시 강북구 수유동 222-12,2022년 8.8 ~17. 호우,34.26,233.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0237264,37.63950282,POINT (127.0237264 37.63950282),2022
421,서울특별시 강북구 수유동 130-84,2022년 8.8 ~17. 호우,40.4,102.0,내수침수,강북구,0.02,단독주택,다중주택,주거용,3,1,127.0192412,37.63660473,POINT (127.0192412 37.63660473),2022
422,서울특별시 강북구 수유동 130-181,2022년 8.8 ~17. 호우,40.4,102.0,내수침수,강북구,0.02,단독주택,다중주택,주거용,3,1,127.0193201,37.63661693,POINT (127.0193201 37.63661693),2022
423,서울특별시 도봉구 도봉동 282-318,2022년 8.8 ~17. 호우,46.54,210.66,내수침수,도봉구,0.3,단독주택,단독주택,주거용,1,1,127.0421072,37.68839376,POINT (127.0421072 37.68839376),2022
424,서울특별시 도봉구 도봉동 281-15,2022년 9.3~7. 제11호 태풍 힌남노,46.11,195.3,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,1,1,127.0424389,37.68766728,POINT (127.0424389 37.68766728),2022
425,서울특별시 도봉구 도봉동 558-8,2022년 6.28~7.1호우,39.2,125.47,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0441832,37.68622684,POINT (127.0441832 37.68622684),2022
426,서울특별시 도봉구 도봉동 558-6,2022년 6.28~7.1호우,39.2,172.65,내수침수,도봉구,0.3,단독주택,단독주택,주거용,1,1,127.0441606,37.68613807,POINT (127.0441606 37.68613807),2022
427,서울특별시 도봉구 도봉동 593-54,2022년 8.8 ~17. 호우,33.48,138.55,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0424858,37.67889819,POINT (127.0424858 37.67889819),2022
428,서울특별시 도봉구 쌍문동 31-37,2022년 8.8 ~17. 호우,31.26,165.69,내수침수,도봉구,0.3,단독주택,단독주택,주거용,1,1,127.0379845,37.65991188,POINT (127.0379845 37.65991188),2022
429,서울특별시 도봉구 쌍문동 31-43,2022년 8.8 ~17. 호우,31.26,174.59,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0381209,37.65990743,POINT (127.0381209 37.65990743),2022
430,서울특별시 도봉구 도봉동 598-17,2022년 8.8 ~17. 호우,36.43,171.9,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0426338,37.67714625,POINT (127.0426338 37.67714625),2022
431,서울특별시 도봉구 도봉동 625-122,2022년 8.8 ~17. 호우,26.85,163.99,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0459526,37.67453105,POINT (127.0459526 37.67453105),2022
432,서울특별시 도봉구 방학동 629-23,2022년 8.8 ~17. 호우,31.07,156.87,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0348601,37.66719024,POINT (127.0348601 37.66719024),2022
433,서울특별시 도봉구 방학동 649,2022년 9.3~7. 제11호 태풍 힌남노,25.34,160.24,내수침수,도봉구,0.3,제2종근린생활시설,제2종근린생활시설,주거용,4,1,127.0410651,37.66873031,POINT (127.0410651 37.66873031),2022
434,서울특별시 도봉구 방학동 651-17,2022년 8.8 ~17. 호우,25.19,171.77,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0420122,37.66962346,POINT (127.0420122 37.66962346),2022
435,서울특별시 도봉구 도봉동 623-51,2022년 8.8 ~17. 호우,25.66,180.74,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,2,1,127.0447831,37.6716807,POINT (127.0447831 37.6716807),2022
436,서울특별시 도봉구 방학동 612-16,2022년 8.8 ~17. 호우,34.43,205.74,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,2,1,127.0319837,37.66811311,POINT (127.0319837 37.66811311),2022
437,서울특별시 도봉구 쌍문동 493-12,2022년 8.8 ~17. 호우,51.16,163.08,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0153346,37.65649008,POINT (127.0153346 37.65649008),2022
438,서울특별시 도봉구 쌍문동 25-44,2022년 8.8 ~17. 호우,39.65,159.59,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0366521,37.65900593,POINT (127.0366521 37.65900593),2022
439,서울특별시 도봉구 창동 662-48,2022년 8.8 ~17. 호우,31.55,116.14,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0373553,37.64941054,POINT (127.0373553 37.64941054),2022
440,서울특별시 도봉구 쌍문동 493-17,2022년 8.8 ~17. 호우,51.16,135.56,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0152442,37.65670474,POINT (127.0152442 37.65670474),2022
441,서울특별시 도봉구 쌍문동 315-118,2022년 8.8 ~17. 호우,50.09,264.25,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.028328,37.64924171,POINT (127.028328 37.64924171),2022
442,서울특별시 도봉구 쌍문동 31-47,2022년 8.8 ~17. 호우,34.2,213.85,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.038159,37.65960142,POINT (127.038159 37.65960142),2022
443,서울특별시 도봉구 방학동 672-10,2022년 8.8 ~17. 호우,27.64,145.77,내수침수,도봉구,0.3,단독주택,단독주택,주거용,1,1,127.036598,37.66244956,POINT (127.036598 37.66244956),2022
444,서울특별시 도봉구 쌍문동 25-33,2022년 8.8 ~17. 호우,34.71,105.82,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0368873,37.65959677,POINT (127.0368873 37.65959677),2022
445,서울특별시 도봉구 쌍문동 360-2,2022년 8.8 ~17. 호우,38.05,201.79,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0236224,37.64970511,POINT (127.0236224 37.64970511),2022
446,서울특별시 도봉구 쌍문동 315-109,2022년 8.8 ~17. 호우,47.37,313.7,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0285842,37.64847957,POINT (127.0285842 37.64847957),2022
447,서울특별시 도봉구 쌍문동 561,2022년 8.8 ~17. 호우,33.36,309.54,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0389551,37.65819553,POINT (127.0389551 37.65819553),2022
448,서울특별시 도봉구 쌍문동 360-16,2022년 6.28~7.1호우,38.05,125.88,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,2,1,127.0238252,37.64930543,POINT (127.0238252 37.64930543),2022
449,서울특별시 도봉구 쌍문동 294-17,2022년 6.28~7.1호우,40.93,206.02,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,3,1,127.0241051,37.65044701,POINT (127.0241051 37.65044701),2022
450,서울특별시 도봉구 방학동 692-5,2022년 8.8 ~17. 호우,27.97,167.43,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,3,1,127.0351171,37.66291866,POINT (127.0351171 37.66291866),2022
451,서울특별시 도봉구 쌍문동 278-13,2022년 8.8 ~17. 호우,46.33,261.74,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,2,1,127.0263321,37.65097129,POINT (127.0263321 37.65097129),2022
452,서울특별시 도봉구 방학동 668-21,2022년 9.3~7. 제11호 태풍 힌남노,30.34,169.12,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,5,1,127.0326444,37.66282249,POINT (127.0326444 37.66282249),2022
453,서울특별시 도봉구 창동 578-30,2022년 8.8 ~17. 호우,28.65,123.55,내수침수,도봉구,0.3,단독주택,단독주택,주거용,1,1,127.0376056,37.63880632,POINT (127.0376056 37.63880632),2022
454,서울특별시 도봉구 도봉동 556-47,2022년 8.8 ~17. 호우,42.74,278.71,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,5,1,127.0438397,37.68667943,POINT (127.0438397 37.68667943),2022
455,서울특별시 도봉구 창동 601-29,2022년 8.8 ~17. 호우,31.62,219.55,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,3,1,127.0394615,37.64047575,POINT (127.0394615 37.64047575),2022
456,서울특별시 도봉구 창동 651-76,2022년 8.8 ~17. 호우,41.6,101.32,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0358947,37.64659812,POINT (127.0358947 37.64659812),2022
457,서울특별시 도봉구 쌍문동 81-107,2022년 8.8 ~17. 호우,55.06,331.85,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0331447,37.65310161,POINT (127.0331447 37.65310161),2022
458,서울특별시 도봉구 쌍문동 713-30,2022년 8.8 ~17. 호우,31.01,108.47,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,4,1,127.0396434,37.66002213,POINT (127.0396434 37.66002213),2022
459,서울특별시 도봉구 방학동 610-20,2022년 8.8 ~17. 호우,37.28,174.21,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0301149,37.66776183,POINT (127.0301149 37.66776183),2022
460,서울특별시 도봉구 쌍문동 309-38,2022년 8.8 ~17. 호우,43.58,113.46,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.02636,37.64999211,POINT (127.02636 37.64999211),2022
461,서울특별시 도봉구 쌍문동 315-360,2022년 8.8 ~17. 호우,44.63,194.83,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.02933,37.64822221,POINT (127.02933 37.64822221),2022
462,서울특별시 도봉구 방학동 649-1,2022년 8.8 ~17. 호우,25.34,112.59,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,4,1,127.041348,37.66870977,POINT (127.041348 37.66870977),2022
463,서울특별시 도봉구 쌍문동 460-127,2022년 6.28~7.1호우,51.53,156.02,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0236012,37.65206073,POINT (127.0236012 37.65206073),2022
464,서울특별시 도봉구 방학동 670-22,2022년 8.8 ~17. 호우,30.23,258.59,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0334423,37.66190024,POINT (127.0334423 37.66190024),2022
465,서울특별시 도봉구 도봉동 581-3,2022년 8.8 ~17. 호우,31.88,438.82,내수침수,도봉구,0.3,공동주택,연립주택,주거용,4,1,127.0440124,37.68188395,POINT (127.0440124 37.68188395),2022
466,서울특별시 도봉구 쌍문동 31-39,2022년 8.8 ~17. 호우,34.2,172.14,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,3,1,127.0381644,37.65974338,POINT (127.0381644 37.65974338),2022
467,서울특별시 도봉구 쌍문동 26-119,2022년 8.8 ~17. 호우,30.59,241.61,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,3,1,127.0370603,37.66016351,POINT (127.0370603 37.66016351),2022
468,서울특별시 도봉구 도봉동 622-1,2022년 6.28~7.1호우,25.88,183.13,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.044399,37.67101516,POINT (127.044399 37.67101516),2022
469,서울특별시 도봉구 쌍문동 624,2022년 8.8 ~17. 호우,30.6,153.92,내수침수,도봉구,0.3,단독주택,다가구주택,주거용,2,1,127.0385924,37.6571678,POINT (127.0385924 37.6571678),2022
470,서울특별시 도봉구 방학동 686-3,2022년 8.8 ~17. 호우,25.88,107.63,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0393424,37.66498067,POINT (127.0393424 37.66498067),2022
471,서울특별시 도봉구 방학동 701-51,2022년 8.8 ~17. 호우,26.74,158.45,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0403487,37.66678468,POINT (127.0403487 37.66678468),2022
472,서울특별시 도봉구 도봉동 557-13,2022년 8.8 ~17. 호우,36.38,724.72,내수침수,도봉구,0.3,공동주택,다세대주택,주거용,4,1,127.0447824,37.68683147,POINT (127.0447824 37.68683147),2022
